TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed
Virginia,2017,1438,1985,2021,W05,12,Virginia,ACC,23-11,24.29,112.2,50,88,2,59.2,351,-0.03,258,11.68,10,111.5,8,99.8,22,2.29,82,5
Baylor,2017,1124,1985,2021,W03,13,Baylor,B12,27-8,24.23,117.1,23,92.9,16,63.7,328,0.023,126,13.08,5,111.7,6,98.6,6,1.67,110,3
Duke,2017,1181,1985,2021,W02,14,Duke,ACC,28-9,24.17,121,6,96.8,47,68.3,175,0.014,150,11.43,12,111,13,99.6,21,0.03,153,2
St Mary's CA,2017,1388,1985,2021,X07,15,Saint Mary's,WCC,29-5,23.67,118.7,14,95,26,60.2,350,0.03,99,0.41,127,104.3,163,103.9,117,-4.13,277,7
UCLA,2017,1417,1985,2021,Z03,16,UCLA,P12,31-5,23.63,124,2,100.4,85,72.6,20,0.021,132,5.17,74,108,67,102.8,89,-4.66,291,3
Iowa St,2017,1235,1985,2021,Y05,17,Iowa St.,B12,24-11,23.45,119.7,11,96.3,42,68.4,170,-0.019,234,14.05,3,112.6,2,98.6,5,-0.74,175,5
Arizona,2017,1112,1985,2021,X02,18,Arizona,P12,32-5,23.31,118.4,15,95.1,29,66,277,0.046,66,7.13,59,108.7,56,101.5,60,1.69,107,2
Purdue,2017,1345,1985,2021,Y04,19,Purdue,B10,27-8,23.12,117,24,93.9,23,69.1,113,0.016,142,9,38,109.6,39,100.6,42,-2.38,224,4
Michigan,2017,1276,1985,2021,Y07,20,Michigan,B10,26-12,23.05,122.3,4,99.2,69,63.1,338,-0.025,252,10.76,23,110.3,26,99.5,18,-0.53,170,7
Wisconsin,2017,1458,1985,2021,W08,21,Wisconsin,B10,27-10,22.99,115.1,33,92.1,9,63.4,334,-0.003,193,10,29,110.6,22,100.6,38,-1.29,193,8
Oklahoma St,2017,1329,1985,2021,Y10,22,Oklahoma St.,B12,20-13,22.48,126,1,103.5,155,70.4,66,-0.071,324,14.42,1,112,5,97.6,1,3.07,67,10
Cincinnati,2017,1153,1985,2021,Z06,23,Cincinnati,Amer,30-6,22.18,114.9,34,92.8,15,63.5,330,0.026,116,4.17,80,107.1,75,103,94,-0.47,167,6
South Carolina,2017,1376,1985,2021,W07,24,South Carolina,SEC,26-11,20.8,108.9,91,88.1,3,68.6,145,-0.005,197,10.63,24,110.2,31,99.5,17,1.93,96,7
Butler,2017,1139,1985,2021,Z04,25,Butler,BE,25-9,20.76,117.7,20,97,49,65.9,278,0.002,185,10.81,22,110.8,17,100,25,5.12,40,4
Florida St,2017,1199,1985,2021,X03,26,Florida St.,ACC,26-9,20.06,115.5,31,95.5,31,71.3,41,0.039,78,8.82,40,110.6,19,101.8,68,-3.95,272,3
Notre Dame,2017,1323,1985,2021,X05,27,Notre Dame,ACC,26-10,19.74,118.1,18,98.4,61,67,236,0.024,120,10.24,28,110.1,35,99.8,23,-3.85,270,5
Creighton,2017,1166,1985,2021,Y06,28,Creighton,BE,25-10,18.83,115.3,32,96.5,46,71.2,45,0.004,181,8.97,39,110.3,27,101.3,57,-1.24,192,6
Kansas St,2017,1243,1985,2021,Z11a,30,Kansas St.,B12,21-14,17.44,113,42,95.6,33,66.2,268,-0.029,256,11.56,11,110.6,20,99,11,-5.31,305,11
Xavier,2017,1462,1985,2021,X11,31,Xavier,BE,24-14,16.7,115.7,29,99,67,67.2,223,0.044,71,11.73,9,111.2,9,99.5,16,5.32,38,11
Marquette,2017,1266,1985,2021,W10,32,Marquette,BE,19-13,16.58,120.8,8,104.2,165,70.1,75,-0.058,311,9.03,37,109.1,50,100.1,27,-2.16,219,10
Vanderbilt,2017,1435,1985,2021,X09,33,Vanderbilt,SEC,19-16,16.53,112.4,48,95.9,38,65.8,285,-0.048,292,11.43,13,110.1,33,98.7,7,6.3,32,9
Rhode Island,2017,1348,1985,2021,Y11,34,Rhode Island,A10,25-10,16.26,111.5,57,95.2,30,66.4,262,-0.033,267,4.27,78,106.8,79,102.5,79,1.62,113,11
Arkansas,2017,1116,1985,2021,Z08,35,Arkansas,SEC,26-10,16.25,116.1,28,99.8,76,69.7,87,0.086,9,8.37,45,108.6,59,100.2,28,-1.55,202,8
Wake Forest,2017,1448,1985,2021,Z11b,36,Wake Forest,ACC,19-14,16.25,120.9,7,104.7,176,70.7,57,-0.043,290,10.54,25,111.1,12,100.6,39,4.51,45,11
Minnesota,2017,1278,1985,2021,Z05,37,Minnesota,B10,24-10,16,109.7,77,93.7,22,69.5,98,0.022,127,8.09,49,108.9,52,100.8,45,-1.81,209,5
Northwestern,2017,1321,1985,2021,X08,38,Northwestern,B10,24-12,15.81,111.3,59,95.5,32,65.6,292,0.019,135,8.32,46,109,51,100.7,43,-3.23,249,8
Dayton,2017,1173,1985,2021,Z07,39,Dayton,A10,24-8,15.57,111.9,53,96.3,43,68.4,163,-0.021,235,3.64,82,105.9,90,102.3,75,2.53,77,7
Michigan St,2017,1277,1985,2021,Y09,40,Michigan St.,B10,20-15,15.51,111.4,58,95.9,37,66.9,241,-0.011,214,10.99,18,110.6,21,99.6,20,4.01,51,9
Miami FL,2017,1274,1986,2021,Y08,42,Miami FL,ACC,21-12,15.03,109.9,76,94.9,25,63,339,0.031,98,9.39,32,110.7,18,101.3,58,-4.48,286,8
Maryland,2017,1268,1985,2021,X06,46,Maryland,B10,24-9,14.34,113.1,41,98.7,64,67.2,219,0.061,39,7.74,54,108.3,62,100.6,40,-1.1,188,6
VCU,2017,1433,1985,2021,X10,48,VCU,A10,26-9,14.07,110.1,72,96,41,68.8,134,0.026,113,3.65,81,105.8,93,102.2,73,0.91,128,10
Virginia Tech,2017,1439,1985,2021,W09,50,Virginia Tech,ACC,22-11,13.8,117.3,21,103.5,156,68.4,167,0.053,51,8.23,47,110,36,101.7,65,-7.98,342,9
Seton Hall,2017,1371,1985,2021,Z09,51,Seton Hall,BE,21-12,13.63,109.4,84,95.8,34,67.5,214,0.058,43,9.65,31,110.2,29,100.6,37,-2.11,218,9
USC,2017,1425,1985,2021,W11b,53,USC,P12,26-10,13.45,114.2,38,100.7,91,68.7,138,0.079,16,5.49,71,108.8,54,103.3,106,-3.37,255,11
Nevada,2017,1305,1985,2021,Y12,54,Nevada,MWC,28-7,13.31,114.6,36,101.3,101,69.7,90,0.055,45,1.29,105,104.5,155,103.2,104,-1.12,189,12
Princeton,2017,1343,1985,2020,X12,58,Princeton,Ivy,23-7,12.61,109,89,96.4,45,63.2,337,0.007,172,-1.08,157,103.9,187,105,144,2.17,86,12
UNC Wilmington,2017,1423,1985,2021,W12,59,UNC Wilmington,CAA,29-6,12.46,118,19,105.5,193,70.3,67,0.039,76,0.4,128,105.1,123,104.7,139,2.17,87,12
Providence,2017,1344,1985,2021,W11a,60,Providence,BE,20-13,12.43,108.5,101,96,40,66.2,270,0.014,152,7.9,52,109.1,49,101.2,54,-4.48,287,11
Vermont,2017,1436,1985,2021,Y13,63,Vermont,AE,29-6,11.67,111.1,62,99.4,73,64.5,315,0.053,53,-4.42,263,103,234,107.4,282,1.65,112,13
ETSU,2017,1190,1985,2021,W13,67,East Tennessee St.,SC,27-8,11.1,108,106,96.9,48,70.1,74,0.005,179,-1.17,163,105.4,106,106.6,240,0.38,143,13
Bucknell,2017,1137,1985,2021,X13,76,Bucknell,Pat,26-9,9.38,109.7,78,100.3,83,70,83,0.006,174,-3.62,241,101.4,298,105,145,0.89,129,13
New Mexico St,2017,1308,1985,2021,W14,84,New Mexico St.,WAC,28-6,7.89,110.5,70,102.6,124,67.9,195,0.063,35,-4.52,267,101,307,105.6,174,-4.82,295,14
FL Gulf Coast,2017,1195,2008,2021,X14,108,Florida Gulf Coast,ASun,26-8,5.07,109.4,83,104.4,168,65.9,280,0.037,83,-4.8,275,103.7,194,108.5,328,2.14,90,14
Winthrop,2017,1457,1987,2021,Z13,113,Winthrop,BSth,26-7,4.53,106.1,144,101.6,103,71.1,47,0.029,104,-7.13,320,100.7,316,107.8,305,1.93,97,13
Iona,2017,1233,1985,2021,Y14,117,Iona,MAAC,22-13,4.2,110.8,67,106.6,211,70.6,60,0.013,158,-1.94,191,103.7,193,105.7,179,-0.05,157,14
Troy,2017,1407,1994,2021,W15,137,Troy,SB,22-15,2.04,109.7,79,107.6,232,68.1,182,-0.023,246,-2.86,219,102.4,263,105.3,161,-6.78,334,15
N Kentucky,2017,1297,2013,2021,Z15,138,Northern Kentucky,Horz,24-11,1.91,106.8,130,104.9,178,68,189,0.073,22,-3.35,234,102.9,242,106.3,224,-2.55,228,15
Kent,2017,1245,1985,2021,Z14,141,Kent St.,MAC,22-14,1.68,104.9,159,103.3,142,68.3,176,0.024,122,-1.92,188,104.4,160,106.3,225,-5.91,316,14
Jacksonville St,2017,1240,1996,2021,Y15,157,Jacksonville St.,OVC,20-15,0.63,105.8,147,105.2,186,63.6,329,0.028,107,-1.68,183,104.2,167,105.9,197,0.61,134,15
NC Central,2017,1300,2008,2021,Y16a,161,North Carolina Central,MEAC,25-9,0.36,102.2,214,101.9,109,66.7,254,-0.055,304,-12.44,348,97.7,348,110.1,347,-0.66,172,16
North Dakota,2017,1315,2009,2021,X15,168,North Dakota,BSky,22-10,0.04,103.6,188,103.5,157,71.5,35,0.048,61,-5.66,296,103,237,108.6,330,3.24,66,15
New Orleans,2017,1309,1985,2021,W16b,178,New Orleans,Slnd,20-12,-0.52,101.3,235,101.8,107,66.2,272,0.046,67,-5.29,287,102.3,267,107.6,291,8.32,13,16
S Dakota St,2017,1355,2006,2021,X16,185,South Dakota St.,Sum,18-17,-1.19,110.2,71,111.4,303,67.2,222,0.029,101,-0.59,145,104.9,137,105.5,171,1.66,111,16
Mt St Mary's,2017,1291,1989,2021,W16a,209,Mount St. Mary's,NEC,20-16,-3.86,99.5,269,103.4,151,66.8,245,0.074,20,-4.49,266,102,277,106.5,236,11.52,6,16
TX Southern,2017,1411,1985,2021,Z16,212,Texas Southern,SWAC,23-12,-4.04,103.5,189,107.5,228,68.6,146,0.125,2,-8.49,330,100.2,327,108.7,331,12.68,3,16
UC Davis,2017,1413,2005,2021,Y16b,218,UC Davis,BW,23-13,-4.41,97.8,293,102.2,115,68.9,125,0.131,1,-5.31,288,100.8,313,106.1,215,-0.94,181,16
MTSU,2017,1292,1985,2021,Z12,240,Montana St.,BSky,16-16,-6.51,103.1,195,109.6,271,69.3,103,-0.025,250,-6.68,316,103.4,216,110.1,346,-2.98,241,
Villanova,2018,1437,1985,2021,W01,1,Villanova,BE,36-4,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,111.3,10,100,12,3.98,61,1
Virginia,2018,1438,1985,2021,Y01,2,Virginia,ACC,31-3,29.53,115.2,30,85.6,1,59.4,351,0.048,66,9.24,37,110,33,100.7,33,-0.08,158,1
Duke,2018,1181,1985,2021,X02,3,Duke,ACC,29-8,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,2
Cincinnati,2018,1153,1985,2021,Y02,4,Cincinnati,Amer,31-5,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,106.9,89,103.4,90,-4.21,294,2
Purdue,2018,1345,1985,2021,W02,5,Purdue,B10,30-7,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,109.1,51,100.1,14,0.69,144,2
Michigan St,2018,1277,1985,2021,X03,6,Michigan St.,B10,30-5,25.41,119.2,13,93.8,10,67,234,0.038,83,6.64,62,108.6,63,101.9,65,-5.03,303,3
Michigan,2018,1276,1985,2021,Z03,7,Michigan,B10,33-8,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,3
North Carolina,2018,1314,1985,2021,Z02,8,North Carolina,ACC,26-11,23.59,120.3,6,96.7,38,71.2,46,-0.011,207,13.26,1,111.6,5,98.3,1,7.58,17,2
Kansas,2018,1242,1985,2021,X01,9,Kansas,B12,31-8,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,1
Gonzaga,2018,1211,1985,2021,Z04,10,Gonzaga,WCC,32-5,23.03,118.1,14,95.1,18,69.4,107,0.009,153,1.57,108,106.4,102,104.8,128,3.12,78,4
Texas Tech,2018,1403,1985,2021,W03,11,Texas Tech,B12,27-10,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,110.7,23,100.4,25,-5.24,309,3
West Virginia,2018,1452,1985,2021,W05,12,West Virginia,B12,26-11,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,109.9,38,99.3,2,-4.72,299,5
Tennessee,2018,1397,1985,2021,Y03,13,Tennessee,SEC,26-9,22.27,114.6,36,92.4,6,66,282,0.019,125,11.01,11,111.2,13,100.2,18,7.1,20,3
Clemson,2018,1155,1985,2021,X05,14,Clemson,ACC,25-10,21.65,114.2,44,92.6,7,66.1,274,-0.009,203,10.22,20,110.6,26,100.4,23,-1.91,214,5
Xavier,2018,1462,1985,2021,Z01,15,Xavier,BE,29-6,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,109.9,37,100.6,29,1.84,108,1
Ohio St,2018,1326,1985,2021,Z05,16,Ohio St.,B10,25-9,21.16,116,23,94.9,15,67,238,0.02,124,8.75,44,109.8,40,101.1,46,0.26,151,5
Kentucky,2018,1246,1985,2021,Y05,17,Kentucky,SEC,26-11,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,110.8,22,99.8,11,4.67,44,5
Houston,2018,1222,1985,2021,Z06,18,Houston,Amer,27-8,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,106.6,95,102.7,75,-3.08,254,6
Butler,2018,1139,1985,2021,W10,20,Butler,BE,21-14,19.05,116.2,22,97.2,45,67.6,207,-0.047,290,11.21,7,112,1,100.8,34,0.11,154,10
Wichita St,2018,1455,1985,2021,W04,21,Wichita St.,Amer,25-8,19.03,121,4,101.9,111,68.6,162,-0.026,254,5.13,73,107.3,79,102.2,70,1.55,114,4
Florida,2018,1196,1985,2021,W06,22,Florida,SEC,21-13,18.96,114.5,41,95.5,24,67.1,226,-0.059,310,10.74,13,110.2,31,99.5,4,4.57,46,6
Auburn,2018,1120,1985,2021,X04,23,Auburn,SEC,26-8,18.69,115.4,26,96.7,37,72.6,18,0.034,94,7.52,57,108.8,58,101.3,51,-1.86,211,4
TCU,2018,1395,1985,2021,X06,24,TCU,B12,21-12,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,110.7,24,101,43,-0.82,178,6
Nevada,2018,1305,1985,2021,Y07,25,Nevada,MWC,29-8,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,107,87,101.8,63,3.61,67,7
Seton Hall,2018,1371,1985,2021,X08,26,Seton Hall,BE,22-12,18.04,116.9,17,98.8,62,69.5,103,-0.028,260,10.12,21,110.5,27,100.4,24,0,157,8
Florida St,2018,1199,1985,2021,Z09,27,Florida St.,ACC,23-12,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,109.6,45,100.3,20,-6.91,330,9
Arizona,2018,1112,1985,2021,Y04,28,Arizona,P12,27-8,17.7,118,15,100.4,83,67.1,224,0.036,88,5.96,68,108.5,65,102.5,73,2.51,86,4
Texas A&M,2018,1401,1985,2021,Z07,29,Texas A&M,SEC,22-13,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,111.8,2,100.1,15,5.12,37,7
Creighton,2018,1166,1985,2021,Y08,30,Creighton,BE,21-12,16.91,115.5,25,98.6,58,70.8,57,-0.028,259,9.4,33,110.8,21,101.4,54,-4.2,292,8
Loyola-Chicago,2018,1260,1985,2021,Y11,31,Loyola Chicago,MVC,32-6,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,11
Virginia Tech,2018,1439,1985,2021,W08,33,Virginia Tech,ACC,21-12,16.03,115.3,28,99.3,70,68.7,147,-0.018,229,7.91,53,109.2,47,101.3,52,-9.76,344,8
Texas,2018,1400,1985,2021,Y10,36,Texas,B12,19-15,15.43,109.5,89,94.1,12,65.2,316,-0.03,263,11.77,3,111.4,8,99.6,5,2.05,99,10
Miami FL,2018,1274,1986,2021,Y06,37,Miami FL,ACC,22-10,15.43,112.9,53,97.4,48,67,233,0.017,128,8.08,52,109.1,52,101,42,-3.82,284,6
Missouri,2018,1281,1985,2021,Z08,40,Missouri,SEC,20-13,14.83,111.9,58,97,43,65.7,296,-0.025,249,9.55,32,109.8,41,100.2,19,1.07,132,8
Syracuse,2018,1393,1985,2021,X11b,41,Syracuse,ACC,23-14,14.82,107,135,92.2,5,62.9,345,0.021,119,9.81,27,111.3,9,101.5,58,-0.2,163,11
Kansas St,2018,1243,1985,2021,Y09,42,Kansas St.,B12,25-12,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,111,14,101.6,59,-6.5,324,9
Davidson,2018,1172,1985,2021,Y12,43,Davidson,A10,21-12,14.7,117,16,102.3,120,64.5,332,-0.063,318,2.11,104,105.6,116,103.5,91,1.33,121,12
Arkansas,2018,1116,1985,2021,W07,44,Arkansas,SEC,23-12,14.69,116.3,20,101.7,106,69.7,91,0.059,56,9.9,25,110.5,28,100.6,27,0.87,141,7
NC State,2018,1301,1985,2021,X09,46,N.C. State,ACC,21-12,14.52,116.3,21,101.8,109,71.4,38,-0.001,178,7.71,55,108.6,62,100.9,39,-9.71,342,9
Oklahoma,2018,1328,1985,2021,X10,48,Oklahoma,B12,18-14,14.16,114.6,37,100.5,85,75.5,4,-0.008,198,11.68,5,111.3,11,99.6,6,2.13,96,10
Arizona St,2018,1113,1985,2021,X11a,49,Arizona St.,P12,20-12,14.13,116.7,18,102.6,123,71.3,43,-0.083,340,5.48,71,107.4,77,101.9,64,0.94,138,11
San Diego St,2018,1361,1985,2021,Z11,50,San Diego St.,MWC,22-11,14.09,110.5,77,96.4,30,68.8,142,-0.032,265,3.46,86,107.2,80,103.8,96,-0.8,177,11
Rhode Island,2018,1348,1985,2021,X07,52,Rhode Island,A10,26-8,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,107.6,75,104.1,107,3.83,64,7
UCLA,2018,1417,1985,2021,W11b,56,UCLA,P12,21-12,13.52,115,31,101.4,103,70.3,70,-0.027,257,6.42,63,108.1,72,101.7,60,2.93,81,11
Alabama,2018,1104,1985,2021,W09,57,Alabama,SEC,20-16,13.41,108.7,106,95.2,20,68.7,151,0.017,130,11.17,8,110.9,19,99.7,7,2.54,84,9
New Mexico St,2018,1308,1985,2021,X12,60,New Mexico St.,WAC,28-6,12.92,107.9,116,95,16,68.5,165,0.027,106,-1.4,174,104,193,105.4,157,3.7,66,12
Murray St,2018,1293,1985,2021,W12,62,Murray St.,OVC,26-6,12.19,112.9,54,100.7,93,67.2,222,0,176,-3.56,243,102.9,253,106.4,222,-0.99,185,12
Providence,2018,1344,1985,2021,Z10,63,Providence,BE,21-14,12.17,108.9,100,96.7,36,67.1,227,0.074,28,10.58,17,111.6,4,101.1,45,-1.38,193,10
Buffalo,2018,1138,1992,2021,Y13,67,Buffalo,MAC,27-9,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,105.1,145,105.2,147,3.87,62,13
St Bonaventure,2018,1382,1985,2021,W11a,68,St. Bonaventure,A10,26-8,11.21,110.8,74,99.5,74,69.4,104,0.078,21,2.8,94,107,86,104.2,111,1.17,127,11
Montana,2018,1285,1985,2021,Z14,72,Montana,BSky,26-8,10.4,108.8,101,98.4,56,68,185,0,175,-1.96,186,104,192,106,192,2.09,98,14
S Dakota St,2018,1355,2006,2021,Z12,78,South Dakota St.,Sum,28-7,10.2,113.8,47,103.6,150,70.5,61,0.097,13,-0.09,141,105.8,113,105.9,188,3.59,68,12
UNC Greensboro,2018,1422,1992,2021,Z13,82,UNC Greensboro,SC,27-8,9.22,104.9,174,95.7,26,65.2,317,-0.024,244,-4.57,280,103.7,210,108.2,315,-3.46,272,13
Bucknell,2018,1137,1985,2021,X14,97,Bucknell,Pat,25-10,7.31,109.5,90,102.2,116,71.4,40,0.006,160,-4.35,268,102.8,260,107.1,264,5.79,31,14
Georgia St,2018,1209,1985,2021,Y15,101,Georgia St.,SB,24-11,6.92,108.8,102,101.9,110,66.8,246,-0.015,218,-2.51,207,103.4,229,105.9,186,-3.22,263,15
Marshall,2018,1267,1985,2021,W13,105,Marshall,CUSA,25-11,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,105.6,118,105.5,164,-7,333,13
SF Austin,2018,1372,1987,2021,W14,112,Stephen F. Austin,Slnd,28-7,5.58,104.5,181,99,64,71.1,49,0.031,97,-7.16,319,100.6,330,107.8,293,-2.26,225,14
Col Charleston,2018,1158,1992,2021,X13,115,College of Charleston,CAA,26-8,5.16,108.7,105,103.6,149,64.9,323,0.035,91,-4.06,257,104.8,153,108.9,332,-7.64,337,13
Penn,2018,1335,1985,2020,X16,125,Penn,Ivy,24-9,3.69,103.1,208,99.4,72,68.9,132,0.076,24,-4.15,261,103.7,209,107.8,296,-2.98,249,16
Wright St,2018,1460,1988,2021,Y14,133,Wright St.,Horz,25-10,2.89,100.6,249,97.7,51,68.3,176,0.074,27,-3.79,250,102.7,266,106.5,228,2.23,92,14
Iona,2018,1233,1985,2021,X15,137,Iona,MAAC,20-14,2.63,110,80,107.3,218,70.7,58,-0.008,196,-2.12,195,103.1,240,105.2,151,2.14,95,15
CS Fullerton,2018,1168,1985,2021,W15,162,Cal St. Fullerton,BW,20-12,0.62,103.7,192,103.1,133,69.6,98,0.097,14,-1.2,167,103.8,204,105,139,2.76,83,15
UMBC,2018,1420,1987,2021,Y16,166,UMBC,AE,25-11,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,102.7,267,107.1,259,-3.55,277,16
Lipscomb,2018,1252,2003,2021,Z15,167,Lipscomb,ASun,23-10,0.43,103.2,203,102.8,125,74.9,5,0.112,7,-4.31,267,103.2,235,107.5,278,5.84,30,15
Radford,2018,1347,1985,2021,W16b,170,Radford,BSth,23-13,0.07,102.9,212,102.9,127,63,344,0.063,45,-4.03,255,102.8,259,106.9,249,3.49,71,16
TX Southern,2018,1411,1985,2021,Z16b,243,Texas Southern,SWAC,16-20,-6.65,104.6,180,111.2,299,71.7,31,-0.01,206,-6.3,304,101,318,107.3,271,17.2,1,16
LIU Brooklyn,2018,1254,1985,2021,W16a,259,LIU Brooklyn,NEC,18-17,-8.27,102.3,220,110.6,287,71.6,37,0.012,144,-8.68,336,100.2,334,108.9,333,-6.06,317,16
NC Central,2018,1300,2008,2021,Z16a,316,North Carolina Central,MEAC,19-16,-13.41,96.6,314,110,276,65,321,0.019,126,-12.78,350,98.4,349,111.2,351,-1.47,196,16
Virginia,2019,1438,1985,2021,Z01,1,Virginia,ACC,35-3,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,1
Gonzaga,2019,1211,1985,2021,X01,2,Gonzaga,WCC,33-4,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,1
Michigan St,2019,1277,1985,2021,W02,3,Michigan St.,B10,32-7,30.81,121,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,2
Duke,2019,1181,1985,2021,W01,4,Duke,ACC,32-6,30.62,120,7,89.3,6,72.1,20,0.018,134,12.85,7,110.7,4,97.8,11,5.08,40,1
Texas Tech,2019,1403,1985,2021,X03,5,Texas Tech,B12,31-7,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,3
Michigan,2019,1276,1985,2021,X02,6,Michigan,B10,30-7,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,109.2,35,98,12,-5.42,309,2
North Carolina,2019,1314,1985,2021,Y01,7,North Carolina,ACC,29-7,27.69,119.7,8,92,15,74.3,6,0.024,116,12.6,8,110.7,2,98.1,15,5.69,28,1
Kentucky,2019,1246,1985,2021,Y02,8,Kentucky,SEC,30-7,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,2
Purdue,2019,1345,1985,2021,Z03,9,Purdue,B10,26-10,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,3
Tennessee,2019,1397,1985,2021,Z02,10,Tennessee,SEC,31-6,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,109.7,23,99,28,0.92,129,2
Auburn,2019,1120,1985,2021,Y05,11,Auburn,SEC,30-10,25,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,5
Houston,2019,1222,1985,2021,Y03,12,Houston,Amer,33-4,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,105.7,92,101.3,62,-4.16,283,3
Virginia Tech,2019,1439,1985,2021,W04,13,Virginia Tech,ACC,26-9,24.07,118.1,11,94,20,63.7,334,-0.005,195,8.47,47,108.3,49,99.9,42,-6.26,325,4
Florida St,2019,1199,1985,2021,X04,14,Florida St.,ACC,29-8,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,109.8,20,99.3,33,0.93,128,4
Iowa St,2019,1235,1985,2021,Y06,15,Iowa St.,B12,23-12,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,109.3,29,98.5,21,-1.56,206,6
Wisconsin,2019,1458,1985,2021,Z05,16,Wisconsin,B10,23-11,21.94,110.4,62,88.5,4,63.9,331,-0.018,228,12.97,6,110.3,14,97.3,6,3.14,87,5
Kansas,2019,1242,1985,2021,Y04,17,Kansas,B12,26-10,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,111.8,1,97.7,8,10.36,4,4
Wofford,2019,1459,1996,2021,Y07,18,Wofford,SC,30-5,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,106,83,104.2,144,8.37,6,7
LSU,2019,1261,1985,2021,W03,19,LSU,SEC,28-7,20.22,117.7,12,97.5,59,70,67,0.063,36,10.02,35,109.3,30,99.3,32,2.77,92,3
Kansas St,2019,1243,1985,2021,Z04,20,Kansas St.,B12,25-9,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,109.3,31,99.1,29,-0.96,186,4
Mississippi St,2019,1280,1985,2021,W05,21,Mississippi St.,SEC,23-11,20.04,117.7,13,97.6,61,67.8,161,-0.038,270,10.09,34,110.1,17,100,44,2.22,100,5
Buffalo,2019,1138,1992,2021,X06,22,Buffalo,MAC,32-4,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,105.5,100,102.4,82,1.15,121,6
Louisville,2019,1257,1985,2021,W07,23,Louisville,ACC,20-14,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,110.4,10,98.4,19,5.36,32,7
Maryland,2019,1268,1985,2021,W06,24,Maryland,B10,23-11,19.29,113.4,31,94.1,21,66,264,-0.004,189,10.75,24,109.8,18,99.1,30,-4.92,299,6
Florida,2019,1196,1985,2021,X10,26,Florida,SEC,20-16,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12,14,110.7,6,98.7,23,5.12,39,10
Nevada,2019,1305,1985,2021,X07,27,Nevada,MWC,29-5,18.18,114,26,95.9,35,69.3,91,0.033,99,1.42,103,105.4,111,103.9,130,1.79,106,7
